wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaczepionych;%_zaszczepionych_pe�n�_dawk�
8;lubuskie;803;międzyrzecki;803023;gm.m-w. Międzyrzecz;Gorzowski;24657;13532;13020;54,881;52,8045
12;małopolskie;1219;wielicki;1219053;gm.m-w. Wieliczka;;61233;33366;32316;54,4902;52,7755
12;małopolskie;1208;miechowski;1208053;gm.m-w. Miechów;Kielecki;19494;10688;10285;54,8271;52,7598
4;kujawsko-pomorskie;417;wąbrzeski;417011;Wąbrzeźno;Toruński;13400;7308;7069;54,5373;52,7537
12;małopolskie;1213;oświęcimski;1213093;gm.m-w. Zator;Bielski;9231;5046;4867;54,6636;52,7245
26;świętokrzyskie;2602;jędrzejowski;2602093;gm.m-w. Wodzisław;Kielecki;6893;3788;3633;54,9543;52,7056
8;lubuskie;806;strzelecko-drezdenecki;806043;gm.m-w. Strzelce Krajeńskie;Gorzowski;16809;9061;8857;53,9056;52,692
8;lubuskie;861;Gorzów Wielkopolski;861011;Gorzów Wielkopolski;;122589;67397;64590;54,978;52,6883
30;wielkopolskie;3017;ostrowski;3017011;Ostrów Wielkopolski;;71560;38765;37686;54,1713;52,6635
14;mazowieckie;1417;otwocki;1417082;gm.w Wiązowna;Warszawski;13330;7246;7017;54,3586;52,6407
14;mazowieckie;1434;wołomiński;1434021;Marki;;36816;20068;19377;54,5089;52,632
10;łódzkie;1021;brzeziński;1021052;gm.w Rogów;Skierniewicki;4656;2521;2450;54,1452;52,6203
8;lubuskie;802;krośnieński;802063;gm.m-w. Krosno Odrzańskie;Zielonogórski;17589;9543;9252;54,2555;52,6011
12;małopolskie;1206;krakowski;1206042;gm.w Jerzmanowice-Przeginia;Krakowski;10955;5933;5762;54,1579;52,597
24;śląskie;2401;będziński;2401081;Sławków;Katowicki;6935;3801;3647;54,8089;52,5883
10;łódzkie;1062;Piotrków Trybunalski;1062011;Piotrków Trybunalski;;72250;39292;37986;54,3834;52,5758
30;wielkopolskie;3015;nowotomyski;3015043;gm.m-w. Nowy Tomyśl;Poznański;27194;14974;14296;55,0636;52,5704
14;mazowieckie;1420;płoński;1420011;Płońsk;Ciechanowski;21924;11907;11516;54,3103;52,5269
30;wielkopolskie;3008;kępiński;3008033;gm.m-w. Kępno;Kaliski;24375;13134;12802;53,8831;52,521
28;warmińsko-mazurskie;2812;nowomiejski;2812011;Nowe Miasto Lubawskie;Toruński;10709;5796;5623;54,1227;52,5072
4;kujawsko-pomorskie;401;aleksandrowski;401092;gm.w Zakrzewo;Włocławski;3480;1860;1827;53,4483;52,5
6;lubelskie;663;Lublin;663011;Lublin;;338586;183617;177682;54,2305;52,4777
24;śląskie;2470;Mysłowice;2470011;Mysłowice;;74559;40210;39126;53,9304;52,4766
30;wielkopolskie;3025;średzki;3025052;gm.w Zaniemyśl;Poznański;6948;3766;3646;54,2026;52,4755
32;zachodniopomorskie;3208;kołobrzeski;3208022;gm.w Dygowo;Koszaliński;5609;3046;2943;54,3056;52,4692
14;mazowieckie;1417;otwocki;1417032;gm.w Celestynów;Warszawski;11701;6371;6139;54,4483;52,4656
12;małopolskie;1213;oświęcimski;1213023;gm.m-w. Brzeszcze;Katowicki;21103;11401;11071;54,0255;52,4617
14;mazowieckie;1432;warszawski zachodni;1432032;gm.w Kampinos;Warszawski;4348;2354;2281;54,1398;52,4609
14;mazowieckie;1422;przasnyski;1422011;Przasnysz;Ostrołęcki;17055;9197;8937;53,9255;52,4011
4;kujawsko-pomorskie;413;sępoleński;413023;gm.m-w. Sępólno Krajeńskie;Bydgoski;15761;8441;8254;53,5562;52,3698
2;dolnośląskie;203;głogowski;203011;Głogów;;66120;35689;34617;53,9761;52,3548
4;kujawsko-pomorskie;462;Grudziądz;462011;Grudziądz;;93564;50540;48936;54,0165;52,3022
30;wielkopolskie;3029;wolsztyński;3029033;gm.m-w. Wolsztyn;;30517;16452;15954;53,9109;52,2791
28;warmińsko-mazurskie;2801;bartoszycki;2801021;Górowo Iławeckie;Olsztyński;3887;2148;2032;55,2611;52,2768
32;zachodniopomorskie;3214;stargardzki;3214011;Stargard;;67579;36438;35321;53,9191;52,2662
24;śląskie;2416;zawierciański;2416042;gm.w Kroczyce;Częstochowski;6239;3346;3259;53,6304;52,2359
4;kujawsko-pomorskie;411;radziejowski;411053;gm.m-w. Piotrków Kujawski;Włocławski;9192;4973;4799;54,1014;52,2084
14;mazowieckie;1412;miński;1412073;gm.m-w. Halinów;Warszawski;16438;8861;8582;53,9056;52,2083
10;łódzkie;1004;łęczycki;1004082;gm.w Witonia;Płocki;3201;1737;1671;54,2643;52,2024
8;lubuskie;805;słubicki;805043;gm.m-w. Rzepin;Gorzowski;9678;5249;5052;54,2364;52,2009
32;zachodniopomorskie;3206;gryfiński;3206043;gm.m-w. Gryfino;;31626;17089;16509;54,0347;52,2007
14;mazowieckie;1403;garwoliński;1403021;Łaskarzew;Siedlecki;4809;2590;2510;53,8574;52,1938
32;zachodniopomorskie;3208;kołobrzeski;3208042;gm.w Kołobrzeg;Koszaliński;10964;5903;5720;53,8398;52,1707
14;mazowieckie;1401;białobrzeski;1401013;gm.m-w. Białobrzegi;Radomski;10236;5538;5339;54,1032;52,159
8;lubuskie;809;zielonogórski;809092;gm.w Zabór;Zielonogórski;4409;2357;2299;53,4588;52,1433
12;małopolskie;1206;krakowski;1206063;gm.m-w. Krzeszowice;;32104;17213;16739;53,6164;52,1399
24;śląskie;2417;żywiecki;2417011;Żywiec;;30733;16638;16024;54,1372;52,1394
10;łódzkie;1005;łowicki;1005102;gm.w Zduny;Skierniewicki;5672;3031;2956;53,4379;52,1157
12;małopolskie;1203;chrzanowski;1203013;gm.m-w. Alwernia;Krakowski;12490;6680;6509;53,4828;52,1137
24;śląskie;2404;częstochowski;2404072;gm.w Konopiska;Częstochowski;10728;5768;5589;53,7658;52,0973
2;dolnośląskie;207;kamiennogórski;207011;Kamienna Góra;Jeleniogórski;18585;9953;9680;53,5539;52,085
24;śląskie;2416;zawierciański;2416063;gm.m-w. Ogrodzieniec;Katowicki;9018;4848;4696;53,7591;52,0736
14;mazowieckie;1414;nowodworski;1414063;gm.m-w. Zakroczym;Warszawski;5986;3241;3116;54,143;52,0548
2;dolnośląskie;220;trzebnicki;220033;gm.m-w. Trzebnica;Wrocławski;24442;13149;12722;53,7967;52,0498
32;zachodniopomorskie;3214;stargardzki;3214053;gm.m-w. Ińsko;Szczeciński;3318;1786;1727;53,8276;52,0494
2;dolnośląskie;210;lubański;210011;Lubań;Jeleniogórski;20723;11085;10782;53,4913;52,0291
12;małopolskie;1206;krakowski;1206022;gm.w Igołomia-Wawrzeńczyce;Krakowski;7728;4154;4019;53,7526;52,0057
28;warmińsko-mazurskie;2861;Elbląg;2861011;Elbląg;;118582;63568;61639;53,6068;51,9801
6;lubelskie;616;rycki;616011;Dęblin;Lubelski;15887;8525;8256;53,6602;51,967
30;wielkopolskie;3022;rawicki;3022033;gm.m-w. Miejska Górka;Leszczyński;9233;4989;4798;54,0344;51,9658
28;warmińsko-mazurskie;2817;szczycieński;2817011;Szczytno;Olsztyński;22813;12263;11847;53,7544;51,9309
32;zachodniopomorskie;3217;wałecki;3217011;Wałcz;Pilski;24949;13372;12940;53,5973;51,8658
24;śląskie;2408;mikołowski;2408052;gm.w Wyry;Katowicki;8600;4570;4458;53,1395;51,8372
14;mazowieckie;1437;żuromiński;1437063;gm.m-w. Żuromin;Ciechanowski;14189;7582;7355;53,4358;51,8359
8;lubuskie;808;świebodziński;808012;gm.w Lubrza;Zielonogórski;3602;1932;1867;53,6369;51,8323
28;warmińsko-mazurskie;2803;działdowski;2803052;gm.w Płośnica;Ciechanowski;5540;2990;2870;53,9711;51,8051
2;dolnośląskie;226;złotoryjski;226021;Złotoryja;Legnicki;15273;8103;7912;53,0544;51,8038
32;zachodniopomorskie;3206;gryfiński;3206023;gm.m-w. Cedynia;Szczeciński;4168;2240;2159;53,7428;51,7994
30;wielkopolskie;3015;nowotomyski;3015053;gm.m-w. Opalenica;Poznański;16357;8883;8472;54,307;51,7943
22;pomorskie;2203;człuchowski;2203023;gm.m-w. Czarne;Słupski;8949;4785;4635;53,4697;51,7935
4;kujawsko-pomorskie;407;inowrocławski;407022;gm.w Dąbrowa Biskupia;Bydgoski;5094;2697;2638;52,9446;51,7864
4;kujawsko-pomorskie;415;toruński;415082;gm.w Wielka Nieszawka;Toruński;5278;2832;2733;53,6567;51,781
8;lubuskie;808;świebodziński;808053;gm.m-w. Świebodzin;Zielonogórski;29837;15992;15449;53,5979;51,778
24;śląskie;2416;zawierciański;2416092;gm.w Włodowice;Częstochowski;5203;2774;2694;53,3154;51,7778
24;śląskie;2408;mikołowski;2408011;Łaziska Górne;Katowicki;22130;11719;11455;52,9553;51,7623
24;śląskie;2404;częstochowski;2404013;gm.m-w. Blachownia;Częstochowski;12831;6860;6641;53,4643;51,7575
8;lubuskie;809;zielonogórski;809033;gm.m-w. Czerwieńsk;Zielonogórski;10041;5390;5196;53,6799;51,7478
8;lubuskie;811;żarski;811021;Żary;;37052;19714;19168;53,2063;51,7327
4;kujawsko-pomorskie;411;radziejowski;411062;gm.w Radziejów;Włocławski;4360;2308;2255;52,9358;51,7202
28;warmińsko-mazurskie;2806;giżycki;2806011;Giżycko;Suwalski;28964;15482;14978;53,4526;51,7125
4;kujawsko-pomorskie;415;toruński;415042;gm.w Lubicz;Toruński;20389;10854;10543;53,2346;51,7093
30;wielkopolskie;3008;kępiński;3008012;gm.w Baranów;Kaliski;8020;4283;4147;53,404;51,7082
4;kujawsko-pomorskie;415;toruński;415092;gm.w Zławieś Wielka;Toruński;14675;7850;7588;53,4923;51,707
30;wielkopolskie;3014;międzychodzki;3014033;gm.m-w. Międzychód;Gorzowski;18309;9724;9466;53,1105;51,7013
14;mazowieckie;1414;nowodworski;1414022;gm.w Czosnów;Warszawski;9971;5370;5155;53,8562;51,6999
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405022;gm.w Ciechocin;Toruński;4003;2135;2069;53,335;51,6862
30;wielkopolskie;3003;gnieźnieński;3003103;gm.m-w. Witkowo;Koniński;13512;7241;6983;53,5894;51,68
24;śląskie;2410;pszczyński;2410012;gm.w Goczałkowice-Zdrój;Katowicki;6735;3579;3480;53,1403;51,6704
10;łódzkie;1006;łódzki wschodni;1006082;gm.w Nowosolna;Łódzki;5159;2755;2665;53,4018;51,6573
24;śląskie;2402;bielski;2402102;gm.w Wilkowice;Bielski;13382;7127;6912;53,2581;51,6515
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002083;gm.m-w. Wieleń;Pilski;12155;6450;6277;53,0646;51,6413
30;wielkopolskie;3023;słupecki;3023052;gm.w Powidz;Koniński;2320;1226;1198;52,8448;51,6379
28;warmińsko-mazurskie;2819;węgorzewski;2819033;gm.m-w. Węgorzewo;Suwalski;16443;8741;8486;53,1594;51,6086
2;dolnośląskie;215;oławski;215033;gm.m-w. Jelcz-Laskowice;Wrocławski;23296;12426;12016;53,3396;51,5797
30;wielkopolskie;3020;pleszewski;3020063;gm.m-w. Pleszew;Kaliski;29596;15678;15263;52,9734;51,5712
8;lubuskie;804;nowosolski;804011;Nowa Sól;;38191;20345;19695;53,2717;51,5697
12;małopolskie;1208;miechowski;1208032;gm.w Kozłów;Kielecki;4557;2479;2350;54,3998;51,569
2;dolnośląskie;221;wałbrzyski;221063;gm.m-w. Mieroszów;Wałbrzyski;6586;3495;3396;53,0671;51,5639
32;zachodniopomorskie;3206;gryfiński;3206063;gm.m-w. Moryń;Szczeciński;4244;2302;2188;54,2413;51,5551
12;małopolskie;1215;suski;1215011;Jordanów;Nowosądecki;5152;2743;2656;53,2415;51,5528
12;małopolskie;1201;bocheński;1201011;Bochnia;Tarnowski;29554;15692;15233;53,096;51,5429
4;kujawsko-pomorskie;415;toruński;415062;gm.w Łysomice;Toruński;10287;5448;5302;52,96;51,5408
14;mazowieckie;1434;wołomiński;1434011;Kobyłka;Warszawski;25149;13434;12958;53,4176;51,5249
24;śląskie;2463;Chorzów;2463011;Chorzów;;106846;56844;55042;53,2018;51,5153
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405011;Golub-Dobrzyń;Toruński;12412;6611;6394;53,263;51,5147
8;lubuskie;809;zielonogórski;809063;gm.m-w. Sulechów;Zielonogórski;26540;14160;13668;53,3534;51,4996
6;lubelskie;616;rycki;616052;gm.w Stężyca;Lubelski;5105;2744;2629;53,7512;51,4985
14;mazowieckie;1420;płoński;1420021;Raciąż;Ciechanowski;4390;2315;2259;52,7335;51,4579
28;warmińsko-mazurskie;2814;olsztyński;2814112;gm.w Stawiguda;Olsztyński;11204;5997;5765;53,5255;51,4548
4;kujawsko-pomorskie;418;włocławski;418123;gm.m-w. Lubraniec;Włocławski;9318;4945;4794;53,0693;51,4488
10;łódzkie;1020;zgierski;1020092;gm.w Zgierz;Łódzki;14682;7859;7551;53,5281;51,4303
4;kujawsko-pomorskie;403;bydgoski;403043;gm.m-w. Koronowo;Bydgoski;24109;12882;12398;53,4323;51,4248
32;zachodniopomorskie;3216;świdwiński;3216042;gm.w Rąbino;Koszaliński;3501;1857;1800;53,042;51,4139
12;małopolskie;1212;olkuski;1212011;Bukowno;Katowicki;9976;5310;5128;53,2277;51,4034
4;kujawsko-pomorskie;411;radziejowski;411032;gm.w Dobre;Włocławski;5296;2797;2722;52,8134;51,3973
22;pomorskie;2206;kościerski;2206011;Kościerzyna;Gdański;23778;12608;12218;53,0238;51,3836
8;lubuskie;801;gorzowski;801042;gm.w Kłodawa;Gorzowski;8769;4665;4505;53,1988;51,3742
12;małopolskie;1208;miechowski;1208012;gm.w Charsznica;Kielecki;7377;3957;3789;53,6397;51,3623
30;wielkopolskie;3003;gnieźnieński;3003042;gm.w Kiszkowo;Poznański;5470;2918;2809;53,3455;51,3528
4;kujawsko-pomorskie;415;toruński;415011;Chełmża;Toruński;14362;7576;7372;52,7503;51,3299
10;łódzkie;1012;radomszczański;1012011;Radomsko;;45353;24233;23278;53,432;51,3263
12;małopolskie;1203;chrzanowski;1203022;gm.w Babice;Katowicki;9084;4783;4662;52,653;51,321
10;łódzkie;1006;łódzki wschodni;1006073;gm.m-w. Koluszki;Piotrkowski;23293;12263;11952;52,6467;51,3116
30;wielkopolskie;3003;gnieźnieński;3003062;gm.w Łubowo;Poznański;6783;3598;3480;53,0444;51,3047
22;pomorskie;2210;nowodworski;2210052;gm.w Sztutowo;Elbląski;3622;1909;1858;52,7057;51,2976
14;mazowieckie;1416;ostrowski;1416092;gm.w Szulborze Wielkie;Łomżyński;1630;854;836;52,3926;51,2883
8;lubuskie;801;gorzowski;801011;Kostrzyn nad Odrą;Gorzowski;17704;9482;9080;53,5585;51,2878
32;zachodniopomorskie;3215;szczecinecki;3215011;Szczecinek;;39827;21118;20422;53,0243;51,2768
24;śląskie;2409;myszkowski;2409042;gm.w Poraj;Częstochowski;10822;5724;5549;52,8923;51,2752
12;małopolskie;1203;chrzanowski;1203053;gm.m-w. Trzebinia;;33633;17786;17245;52,8826;51,274
24;śląskie;2410;pszczyński;2410053;gm.m-w. Pszczyna;;52823;27918;27081;52,852;51,2674
14;mazowieckie;1405;grodziski;1405062;gm.w Żabia Wola;Skierniewicki;9226;4905;4729;53,165;51,2573
28;warmińsko-mazurskie;2802;braniewski;2802011;Braniewo;Elbląski;16974;8958;8696;52,7748;51,2313
10;łódzkie;1011;poddębicki;1011033;gm.m-w. Poddębice;Sieradzki;15371;8130;7873;52,8918;51,2198
32;zachodniopomorskie;3214;stargardzki;3214033;gm.m-w. Dobrzany;Szczeciński;4762;2537;2439;53,2759;51,218
30;wielkopolskie;3026;śremski;3026043;gm.m-w. Śrem;;42211;22152;21614;52,4792;51,2047
16;opolskie;1602;głubczycki;1602022;gm.w Branice;Opolski;6363;3329;3258;52,3181;51,2023
24;śląskie;2405;gliwicki;2405042;gm.w Pilchowice;Katowicki;12138;6361;6212;52,4057;51,1781
10;łódzkie;1018;wieruszowski;1018073;gm.m-w. Wieruszów;Kaliski;14184;7413;7255;52,2631;51,1492
12;małopolskie;1203;chrzanowski;1203043;gm.m-w. Libiąż;Katowicki;22136;11592;11320;52,3672;51,1384
10;łódzkie;1006;łódzki wschodni;1006022;gm.w Andrespol;Łódzki;14307;7560;7316;52,8413;51,1358
32;zachodniopomorskie;3211;policki;3211022;gm.w Kołbaskowo;Szczeciński;13782;7303;7046;52,9894;51,1247
2;dolnośląskie;209;legnicki;209052;gm.w Legnickie Pole;Legnicki;5170;2720;2643;52,6112;51,1219
24;śląskie;2416;zawierciański;2416032;gm.w Irządze;Częstochowski;2579;1354;1318;52,501;51,1051
26;świętokrzyskie;2608;pińczowski;2608043;gm.m-w. Pińczów;Kielecki;20379;10756;10411;52,7798;51,0869
30;wielkopolskie;3019;pilski;3019032;gm.w Kaczory;Pilski;7883;4177;4027;52,9874;51,0846
2;dolnośląskie;207;kamiennogórski;207033;gm.m-w. Lubawka;Jeleniogórski;10759;5685;5496;52,8395;51,0828
22;pomorskie;2202;chojnicki;2202011;Chojnice;;39647;20793;20250;52,4453;51,0757
32;zachodniopomorskie;3214;stargardzki;3214023;gm.m-w. Chociwel;Szczeciński;5733;3027;2928;52,7996;51,0727
30;wielkopolskie;3005;grodziski;3005023;gm.m-w. Grodzisk Wielkopolski;Poznański;20095;10742;10262;53,4561;51,0674
2;dolnośląskie;210;lubański;210021;Świeradów-Zdrój;Jeleniogórski;3995;2094;2040;52,4155;51,0638
2;dolnośląskie;211;lubiński;211011;Lubin;;71710;37736;36617;52,6231;51,0626
10;łódzkie;1020;zgierski;1020083;gm.m-w. Stryków;Łódzki;12681;6786;6475;53,5131;51,0606
4;kujawsko-pomorskie;401;aleksandrowski;401072;gm.w Raciążek;Włocławski;3116;1638;1591;52,5674;51,0591
30;wielkopolskie;3030;wrzesiński;3030043;gm.m-w. Pyzdry;Koniński;6863;3632;3504;52,9215;51,0564
30;wielkopolskie;3061;Kalisz;3061011;Kalisz;;99106;52252;50590;52,7233;51,0464
22;pomorskie;2211;pucki;2211011;Hel;Gdański;3212;1797;1639;55,9465;51,0274
24;śląskie;2406;kłobucki;2406013;gm.m-w. Kłobuck;Częstochowski;20213;10674;10313;52,8076;51,0216
26;świętokrzyskie;2610;skarżyski;2610011;Skarżysko-Kamienna;;44260;23327;22578;52,7045;51,0122
4;kujawsko-pomorskie;408;lipnowski;408011;Lipno;Włocławski;14283;7580;7285;53,0701;51,0047
24;śląskie;2468;Jaworzno;2468011;Jaworzno;;90368;47304;46081;52,346;50,9926
22;pomorskie;2215;wejherowski;2215011;Reda;Gdański;26707;14097;13618;52,7839;50,9904
18;podkarpackie;1821;leski;1821022;gm.w Cisna;Krośnieński;1771;922;903;52,061;50,9881
24;śląskie;2417;żywiecki;2417022;gm.w Czernichów;Bielski;6663;3502;3397;52,5589;50,983
30;wielkopolskie;3010;koniński;3010032;gm.w Kazimierz Biskupi;Koniński;11496;6030;5861;52,453;50,983
8;lubuskie;806;strzelecko-drezdenecki;806013;gm.m-w. Dobiegniew;Gorzowski;6462;3393;3292;52,507;50,944
26;świętokrzyskie;2610;skarżyski;2610053;gm.m-w. Suchedniów;Kielecki;10036;5237;5109;52,1821;50,9067
30;wielkopolskie;3001;chodzieski;3001043;gm.m-w. Margonin;Pilski;6452;3383;3284;52,4334;50,8989
2;dolnośląskie;217;strzeliński;217043;gm.m-w. Strzelin;Wrocławski;22026;11613;11211;52,7241;50,8989
32;zachodniopomorskie;3202;choszczeński;3202042;gm.w Krzęcin;Gorzowski;3622;1892;1843;52,2363;50,8835
24;śląskie;2402;bielski;2402082;gm.w Porąbka;Bielski;15581;8118;7925;52,1019;50,8632
8;lubuskie;811;żarski;811092;gm.w Tuplice;Zielonogórski;3022;1574;1537;52,0847;50,8604
4;kujawsko-pomorskie;407;inowrocławski;407053;gm.m-w. Janikowo;Bydgoski;12961;6747;6592;52,0562;50,8603
28;warmińsko-mazurskie;2814;olsztyński;2814042;gm.w Dywity;Olsztyński;12274;6440;6239;52,4686;50,831
12;małopolskie;1219;wielicki;1219043;gm.m-w. Niepołomice;Krakowski;29638;15529;15052;52,3956;50,7862
8;lubuskie;808;świebodziński;808032;gm.w Skąpe;Zielonogórski;5056;2666;2567;52,7294;50,7714
22;pomorskie;2204;gdański;2204062;gm.w Pszczółki;Gdański;9927;5236;5039;52,745;50,7606
10;łódzkie;1020;zgierski;1020043;gm.m-w. Aleksandrów Łódzki;;32685;17179;16585;52,5593;50,7419
10;łódzkie;1016;tomaszowski;1016011;Tomaszów Mazowiecki;;61338;32045;31122;52,2433;50,7385
30;wielkopolskie;3025;średzki;3025012;gm.w Dominowo;Poznański;3180;1665;1613;52,3585;50,7233
8;lubuskie;803;międzyrzecki;803053;gm.m-w. Skwierzyna;Gorzowski;11948;6307;6060;52,7871;50,7198
2;dolnośląskie;265;Wałbrzych;265011;Wałbrzych;;109971;57558;55775;52,3393;50,7179
26;świętokrzyskie;2602;jędrzejowski;2602042;gm.w Nagłowice;Kielecki;4867;2557;2468;52,5375;50,7089
4;kujawsko-pomorskie;410;nakielski;410033;gm.m-w. Nakło nad Notecią;;31552;16468;15999;52,1932;50,7068
14;mazowieckie;1403;garwoliński;1403011;Garwolin;Siedlecki;17548;9284;8898;52,9063;50,7066
28;warmińsko-mazurskie;2804;elbląski;2804093;gm.m-w. Tolkmicko;Elbląski;6528;3438;3310;52,6654;50,7047
4;kujawsko-pomorskie;411;radziejowski;411042;gm.w Osięciny;Włocławski;7529;3918;3817;52,0388;50,6973
30;wielkopolskie;3010;koniński;3010043;gm.m-w. Kleczew;Koniński;9908;5191;5023;52,392;50,6964
14;mazowieckie;1404;gostyniński;1404011;Gostynin;Płocki;18355;9581;9304;52,1983;50,6892
14;mazowieckie;1434;wołomiński;1434123;gm.m-w. Wołomin;;51726;27142;26218;52,4726;50,6863
30;wielkopolskie;3009;kolski;3009011;Koło;Koniński;21247;11112;10769;52,2991;50,6848
30;wielkopolskie;3011;kościański;3011032;gm.w Kościan;Leszczyński;16204;8481;8210;52,3389;50,6665
8;lubuskie;810;żagański;810043;gm.m-w. Iłowa;Zielonogórski;6777;3509;3433;51,7781;50,6566
16;opolskie;1607;nyski;1607053;gm.m-w. Nysa;;56573;29483;28656;52,115;50,6531
30;wielkopolskie;3005;grodziski;3005043;gm.m-w. Rakoniewice;Poznański;13191;6904;6680;52,3387;50,6406
4;kujawsko-pomorskie;419;żniński;419052;gm.w Rogowo;Bydgoski;6802;3553;3444;52,2346;50,6322
30;wielkopolskie;3024;szamotulski;3024063;gm.m-w. Pniewy;Poznański;12643;6628;6400;52,4243;50,6209
32;zachodniopomorskie;3204;goleniowski;3204023;gm.m-w. Goleniów;;36139;19015;18293;52,6163;50,6184
30;wielkopolskie;3015;nowotomyski;3015032;gm.w Miedzichowo;Gorzowski;3737;1998;1891;53,4653;50,6021
4;kujawsko-pomorskie;414;świecki;414082;gm.w Pruszcz;Bydgoski;9558;5020;4836;52,5214;50,5964
32;zachodniopomorskie;3203;drawski;3203052;gm.w Wierzchowo;Koszaliński;4192;2169;2121;51,7414;50,5964
24;śląskie;2402;bielski;2402093;gm.m-w. Wilamowice;Bielski;17794;9335;9003;52,4615;50,5957
14;mazowieckie;1429;sokołowski;1429011;Sokołów Podlaski;Siedlecki;18814;9794;9518;52,057;50,59
12;małopolskie;1206;krakowski;1206143;gm.m-w. Świątniki Górne;Krakowski;10302;5350;5209;51,9317;50,563
10;łódzkie;1005;łowicki;1005062;gm.w Kocierzew Południowy;Skierniewicki;4179;2221;2113;53,1467;50,5623
14;mazowieckie;1413;mławski;1413011;Mława;;31129;16499;15737;53,002;50,5541
24;śląskie;2410;pszczyński;2410022;gm.w Kobiór;Katowicki;4971;2560;2513;51,4987;50,5532
4;kujawsko-pomorskie;407;inowrocławski;407073;gm.m-w. Pakość;Bydgoski;9697;5073;4898;52,3151;50,5105
24;śląskie;2414;bieruńsko-lędziński;2414011;Bieruń;Katowicki;19375;10076;9785;52,0052;50,5032
8;lubuskie;810;żagański;810011;Gozdnica;Zielonogórski;2977;1544;1503;51,8643;50,4871
2;dolnośląskie;217;strzeliński;217012;gm.w Borów;Wrocławski;5238;2732;2644;52,1573;50,4773
32;zachodniopomorskie;3217;wałecki;3217033;gm.m-w. Mirosławiec;Pilski;5352;2793;2701;52,1861;50,4671
30;wielkopolskie;3014;międzychodzki;3014022;gm.w Kwilcz;Poznański;6377;3351;3218;52,5482;50,4626
14;mazowieckie;1438;żyrardowski;1438011;Żyrardów;;39550;20923;19956;52,9027;50,4576
4;kujawsko-pomorskie;402;brodnicki;402102;gm.w Zbiczno;Toruński;4873;2545;2458;52,2266;50,4412
12;małopolskie;1212;olkuski;1212073;gm.m-w. Wolbrom;Katowicki;22614;11925;11404;52,7328;50,4289
32;zachodniopomorskie;3207;kamieński;3207033;gm.m-w. Kamień Pomorski;Szczeciński;14217;7493;7168;52,7045;50,4185
14;mazowieckie;1403;garwoliński;1403072;gm.w Maciejowice;Siedlecki;6871;3588;3464;52,2195;50,4148
12;małopolskie;1208;miechowski;1208022;gm.w Gołcza;Krakowski;6034;3157;3042;52,3202;50,4143
24;śląskie;2416;zawierciański;2416083;gm.m-w. Szczekociny;Częstochowski;7538;3897;3800;51,6981;50,4112
2;dolnośląskie;225;zgorzelecki;225021;Zgorzelec;Jeleniogórski;29810;15459;15024;51,8584;50,3992
4;kujawsko-pomorskie;407;inowrocławski;407092;gm.w Złotniki Kujawskie;Bydgoski;9175;4752;4624;51,7929;50,3978
14;mazowieckie;1437;żuromiński;1437022;gm.w Kuczbork-Osada;Ciechanowski;4691;2436;2364;51,9292;50,3944
22;pomorskie;2209;malborski;2209062;gm.w Miłoradz;Elbląski;3341;1734;1683;51,9006;50,3741
26;świętokrzyskie;2605;konecki;2605033;gm.m-w. Końskie;;34857;18059;17557;51,8088;50,3686
12;małopolskie;1206;krakowski;1206072;gm.w Liszki;Krakowski;17495;9117;8810;52,112;50,3572
14;mazowieckie;1427;sierpecki;1427011;Sierpc;Płocki;17788;9302;8957;52,2937;50,3542
